Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,year,fantasy_points,Position Group,League
Christian Atsu,RW,72.0,0,0,0.1,0.1,0.0,1,0,1,0,3,1,0,0,0,2018,1.0,Forward,PL
Willian,LW,61.0,0,0,0.1,0.1,0.2,2,2,0,1,11,2,1,0,0,2018,6.5,Forward,PL
Olivier Giroud,FW,29.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,0,0,0,2018,0.0,Forward,PL
Pedro,RW,90.0,0,0,0.1,0.1,0.3,2,0,0,0,9,1,1,0,0,2018,3.0,Forward,PL
Jamie Vardy,FW,84.0,1,0,0.4,0.4,0.0,2,1,0,0,2,1,1,0,0,2018,14.5,Forward,PL
Kelechi Iheanacho,FW,6.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2018,1.5,Forward,PL
James Maddison,LW,82.0,0,1,0.0,0.0,0.3,0,0,2,3,7,4,0,0,0,2018,6.0,Forward,PL
Demarai Gray,LW,8.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Marc Albrighton,RW,90.0,0,0,0.0,0.0,0.1,1,1,0,0,6,3,1,0,0,2018,5.0,Forward,PL
Joshua King,FW,86.0,0,1,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0,2018,6.5,Forward,PL
Lys Mousset,FW,4.0,0,0,0.1,0.1,0.0,1,0,1,1,0,0,0,0,0,2018,0.5,Forward,PL
Callum Wilson,FW,90.0,0,0,0.1,0.1,0.2,1,0,3,3,0,1,0,0,0,2018,-1.0,Forward,PL
Junior Stanislas,LW,65.0,0,0,0.2,0.2,0.0,4,0,0,2,2,1,0,0,0,2018,3.5,Forward,PL
Ryan Fraser,LW,25.0,0,1,0.0,0.0,0.3,0,0,0,0,4,0,0,0,0,2018,6.0,Forward,PL
Florin Andone,FW,80.0,0,0,0.0,0.0,0.0,1,0,1,2,0,0,1,0,0,2018,1.0,Forward,PL
Glenn Murray,FW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Jürgen Locadia,LW,70.0,0,0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,0,2018,2.5,Forward,PL
Solly March,RW,90.0,0,0,0.1,0.1,0.0,1,0,0,1,5,2,0,0,0,2018,2.5,Forward,PL
Javier Hernández,FW,75.0,0,0,1.0,1.0,0.0,3,1,1,1,1,0,1,0,0,2018,3.5,Forward,PL
Michail Antonio,FW,90.0,0,0,0.7,0.7,0.4,4,1,4,1,3,3,2,1,0,2018,1.0,Forward,PL
Andy Carroll,FW,34.0,0,0,0.2,0.2,0.0,3,1,0,0,0,0,0,0,0,2018,4.0,Forward,PL
Troy Deeney,FW,86.0,1,0,1.5,0.7,0.0,3,1,2,0,0,0,0,0,0,2018,12.0,Forward,PL
Isaac Success,FW,4.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2018,1.0,Forward,PL
Gerard Deulofeu,FW,90.0,1,0,0.2,0.2,0.9,1,1,0,0,0,1,2,0,0,2018,14.5,Forward,PL
Roberto Pereyra,LW,90.0,0,1,0.2,0.2,0.2,3,1,0,1,1,0,1,0,0,2018,9.5,Forward,PL
Tom Cleverley,RW,15.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,2018,1.5,Forward,PL
Gabriel Jesus,FW,90.0,0,0,0.1,0.1,0.0,2,0,1,2,2,1,1,0,0,2018,2.0,Forward,PL
Raheem Sterling,RW,69.0,0,0,0.1,0.1,0.0,1,0,0,0,2,1,0,0,0,2018,2.0,Forward,PL
Riyad Mahrez,RW,21.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,2018,1.0,Forward,PL
Sergio Agüero,FW,40.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Wilfried Zaha,FW,88.0,0,0,0.0,0.0,0.0,0,0,2,3,0,0,1,1,0,2018,-2.5,Forward,PL
Jordan Ayew,FW,2.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Max Meyer,LW,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,2,1,0,0,2018,3.0,Forward,PL
Andros Townsend,RW,90.0,1,0,0.5,0.5,0.0,2,1,0,1,0,5,2,0,0,2018,17.0,Forward,PL
Danny Ings,FW,65.0,1,0,0.8,0.0,0.0,0,0,0,1,0,1,0,0,0,2018,11.5,Forward,PL
Michael Obafemi,FW,25.0,1,0,1.1,1.1,0.0,3,2,0,1,0,0,1,0,0,2018,16.0,Forward,PL
Marcus Rashford,FW,79.0,1,0,0.4,0.4,0.0,4,3,4,3,0,0,0,0,0,2018,13.5,Forward,PL
Anthony Martial,LW,87.0,1,0,0.3,0.3,0.3,1,1,1,1,1,1,0,0,0,2018,12.5,Forward,PL
Andreas Pereira,FW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Jesse Lingard,RW,90.0,2,1,1.2,0.5,0.3,2,2,1,2,0,0,0,0,0,2018,29.0,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,1,0.0,0.0,0.4,1,0,3,2,0,0,0,0,0,2018,3.5,Forward,PL
Richarlison,LW,75.0,0,1,0.0,0.0,0.1,1,0,0,1,0,0,0,0,0,2018,6.5,Forward,PL
Bernard,LW,15.0,0,0,0.1,0.1,0.0,1,0,0,0,3,0,0,0,0,2018,1.5,Forward,PL
Theo Walcott,RW,90.0,1,0,0.5,0.5,0.1,3,1,0,0,3,1,2,0,0,2018,15.5,Forward,PL
Harry Kane,FW,90.0,2,0,1.3,1.3,0.0,8,2,0,0,0,0,0,0,0,2018,28.0,Forward,PL
Son Heung-min,FW,79.0,2,1,1.2,1.2,0.4,4,3,1,2,1,0,1,0,0,2018,32.0,Forward,PL
Lucas Moura,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2018,1.0,Forward,PL
Ryan Sessegnon,LW,23.0,1,0,0.2,0.2,0.0,1,1,0,0,1,0,1,0,0,2018,13.5,Forward,PL
Raúl Jiménez,FW,90.0,0,0,0.4,0.4,0.0,5,2,1,0,2,0,0,0,0,2018,5.5,Forward,PL
Adama Traoré,FW,45.0,0,0,0.0,0.0,0.0,1,0,2,2,0,1,0,0,0,2018,0.0,Forward,PL
Harry Kane,FW,77.0,1,0,0.3,0.3,0.3,2,2,0,0,1,0,0,0,0,2018,15.0,Forward,PL
Son Heung-min,LW,88.0,2,0,0.9,0.9,0.0,2,2,0,0,2,0,1,1,0,2018,23.5,Forward,PL
Lucas Moura,RW,90.0,1,0,0.2,0.2,0.0,2,2,0,2,0,2,4,0,0,2018,18.0,Forward,PL
Callum Wilson,FW,67.0,0,0,0.0,0.0,0.0,0,0,1,0,1,1,1,0,0,2018,1.0,Forward,PL
Lys Mousset,FW,23.0,0,0,0.1,0.1,0.0,1,0,1,1,1,0,0,0,0,2018,0.5,Forward,PL
Ryan Fraser,LW,90.0,0,0,0.2,0.2,0.4,1,0,0,0,6,0,1,0,0,2018,2.0,Forward,PL
Junior Stanislas,FW,90.0,0,0,0.5,0.5,0.0,6,2,1,1,3,1,0,0,0,2018,6.5,Forward,PL
Joshua King,RW,16.0,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,2018,2.0,Forward,PL
Diego Rico,LW,45.0,0,0,0.0,0.0,0.2,1,0,1,0,2,0,1,0,0,2018,1.0,Forward,PL
Marcus Rashford,FW,90.0,0,0,0.4,0.4,0.1,4,2,3,3,5,0,0,0,0,2018,3.0,Forward,PL
Jesse Lingard,LW,90.0,0,1,0.0,0.0,0.0,1,1,0,0,1,0,1,0,0,2018,8.5,Forward,PL
Juan Mata,RW,81.0,0,0,0.1,0.1,0.0,1,0,0,1,4,0,1,0,0,2018,2.0,Forward,PL
Angel Gomes,RW,9.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,2018,3.0,Forward,PL
Ashley Barnes,FW,90.0,0,0,0.0,0.0,0.0,1,1,2,3,0,1,0,0,0,2018,1.5,Forward,PL
Chris Wood,FW,17.0,0,0,0.2,0.2,0.0,1,0,1,1,2,0,0,0,0,2018,0.5,Forward,PL
Dominic Calvert-Lewin,FW,67.0,0,0,0.0,0.0,0.0,1,0,3,1,1,0,0,0,0,2018,-1.5,Forward,PL
Richarlison,FW,23.0,1,0,0.3,0.3,0.0,4,1,1,0,0,0,0,1,0,2018,11.5,Forward,PL
Bernard,LW,80.0,0,2,0.2,0.2,0.4,2,0,1,1,2,3,0,0,0,2018,12.5,Forward,PL
Theo Walcott,RW,90.0,0,0,0.2,0.2,0.1,1,1,0,2,1,1,0,0,0,2018,3.5,Forward,PL
Andros Townsend,FW,90.0,0,0,0.2,0.2,0.3,3,0,0,4,14,0,1,0,0,2018,3.0,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.4,0.4,0.5,5,1,0,2,3,0,0,0,0,2018,5.0,Forward,PL
Max Meyer,LW,63.0,0,0,0.3,0.3,0.0,4,0,0,1,3,1,1,0,0,2018,4.0,Forward,PL
Connor Wickham,LW,27.0,0,0,0.4,0.4,0.2,4,1,1,0,0,0,0,0,0,2018,3.5,Forward,PL
James McArthur,RW,90.0,0,0,0.2,0.2,0.3,2,0,1,2,0,4,2,0,0,2018,4.0,Forward,PL
Mohamed Salah,FW,90.0,1,1,0.8,0.0,0.3,0,0,1,1,3,0,0,0,0,2018,15.0,Forward,PL
Sadio Mané,LW,90.0,0,0,0.3,0.3,0.4,2,0,0,1,0,0,1,0,0,2018,2.5,Forward,PL
Xherdan Shaqiri,RW,90.0,1,0,1.2,1.2,0.0,5,2,0,1,4,0,1,0,0,2018,17.0,Forward,PL
Yoshinori Mutō,FW,90.0,0,0,0.1,0.1,0.0,1,1,1,2,0,1,1,0,0,2018,3.0,Forward,PL
Jamie Vardy,FW,88.0,0,1,0.4,0.4,0.3,2,1,2,0,2,0,0,1,0,2018,4.5,Forward,PL
Marc Albrighton,LW,90.0,1,0,0.3,0.3,0.3,1,1,0,2,4,2,2,0,0,2018,15.0,Forward,PL
Hamza Choudhury,RW,63.0,0,0,0.2,0.2,0.0,1,1,0,0,0,1,0,0,0,2018,3.5,Forward,PL
Demarai Gray,RW,27.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,0,0,0,2018,1.5,Forward,PL
Sergio Agüero,FW,90.0,0,1,0.9,0.9,0.6,4,0,1,1,0,3,0,1,0,2018,6.5,Forward,PL
Raheem Sterling,RW,90.0,0,0,0.0,0.0,0.2,0,0,1,0,6,0,1,0,0,2018,0.5,Forward,PL
Riyad Mahrez,RW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2018,1.0,Forward,PL
Glenn Murray,FW,79.0,0,0,0.2,0.2,0.0,2,1,2,1,0,0,0,1,0,2018,-0.5,Forward,PL
Florin Andone,FW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2018,1.5,Forward,PL
Pierre-Emerick Aubameyang,FW,90.0,1,0,0.4,0.4,0.0,4,3,0,0,0,0,0,0,0,2018,17.5,Forward,PL
Alexandre Lacazette,FW,62.0,0,1,0.1,0.1,0.2,2,1,0,0,0,1,1,0,0,2018,9.5,Forward,PL
Alex Iwobi,LW,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,2018,1.5,Forward,PL
Troy Deeney,FW,90.0,0,0,0.3,0.3,0.2,2,0,1,1,1,1,1,0,0,2018,2.0,Forward,PL
Gerard Deulofeu,FW,82.0,0,0,0.0,0.0,0.2,0,0,1,0,0,0,2,0,0,2018,1.0,Forward,PL
Isaac Success,FW,8.0,0,0,0.1,0.1,0.0,1,0,0,0,1,0,0,0,0,2018,1.5,Forward,PL
Roberto Pereyra,LW,90.0,1,0,0.0,0.0,0.1,1,1,0,0,0,1,0,0,0,2018,13.5,Forward,PL
Willian,LW,90.0,0,0,0.5,0.5,0.2,3,1,1,1,5,2,0,0,0,2018,4.0,Forward,PL
Pedro,RW,43.0,0,0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,2018,2.0,Forward,PL
Callum Hudson-Odoi,RW,42.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2018,1.0,Forward,PL
Emerson Palmieri,LW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Danny Ings,FW,62.0,0,0,0.1,0.1,0.0,1,0,1,1,0,0,0,0,0,2018,0.5,Forward,PL
Shane Long,FW,28.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,2018,1.5,Forward,PL
Felipe Anderson,LW,90.0,2,0,0.6,0.6,0.2,5,4,0,3,1,3,1,0,0,2018,31.5,Forward,PL
Andy Carroll,FW,35.0,0,0,0.0,0.0,0.1,0,0,1,1,0,0,0,0,0,2018,0.0,Forward,PL
Florin Andone,FW,74.0,0,0,0.4,0.4,0.0,4,1,3,4,0,0,0,0,0,2018,1.5,Forward,PL
Glenn Murray,FW,16.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0,2018,1.5,Forward,PL
Richarlison,FW,90.0,0,0,0.1,0.1,0.0,2,2,1,0,0,0,1,0,0,2018,4.5,Forward,PL
Oumar Niasse,LW,10.0,0,0,0.0,0.0,0.0,1,1,2,0,0,0,0,0,0,2018,1.0,Forward,PL
Dominic Calvert-Lewin,FW,18.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2018,1.0,Forward,PL
Isaac Success,FW,90.0,0,0,0.4,0.4,0.0,4,2,2,6,2,0,0,0,0,2018,4.0,Forward,PL
Gerard Deulofeu,FW,90.0,0,1,0.4,0.4,0.2,4,1,1,1,5,0,0,0,0,2018,8.5,Forward,PL
Roberto Pereyra,LW,90.0,0,0,0.1,0.1,0.2,1,0,2,0,2,0,0,0,0,2018,-0.5,Forward,PL
Will Hughes,RW,54.0,0,0,0.0,0.0,0.4,0,0,1,2,0,0,1,0,0,2018,0.5,Forward,PL
Troy Deeney,FW,36.0,0,0,0.1,0.1,0.0,1,1,1,0,0,0,0,0,0,2018,2.0,Forward,PL
Christian Atsu,LW,90.0,0,0,0.0,0.0,0.0,1,0,0,3,2,0,1,0,0,2018,2.0,Forward,PL
Ayoze Pérez,RW,90.0,0,0,0.0,0.0,0.0,0,0,2,3,0,2,2,0,0,2018,1.0,Forward,PL
Jamie Vardy,FW,68.0,0,0,0.2,0.2,0.0,2,1,1,1,0,1,0,0,0,2018,3.0,Forward,PL
Kelechi Iheanacho,FW,22.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2018,0.0,Forward,PL
Demarai Gray,LW,79.0,0,0,0.0,0.0,0.0,2,1,1,0,2,0,0,0,0,2018,2.5,Forward,PL
Marc Albrighton,RW,58.0,0,0,0.0,0.0,0.1,0,0,2,0,4,1,0,0,0,2018,-0.5,Forward,PL
Harry Kane,FW,90.0,1,0,0.0,0.0,0.0,1,1,2,3,1,0,0,1,0,2018,9.0,Forward,PL
Son Heung-min,FW,90.0,0,1,0.1,0.1,0.1,4,0,1,0,2,1,0,0,0,2018,7.5,Forward,PL
Lucas Moura,LW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2018,1.0,Forward,PL
Raúl Jiménez,FW,90.0,1,0,0.1,0.1,0.0,3,1,1,0,1,1,0,1,0,2018,11.5,Forward,PL
Morgan Gibbs-White,LW,5.0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,2018,3.0,Forward,PL
Adama Traoré,RW,59.0,0,0,0.0,0.0,0.0,1,0,1,2,4,0,1,0,0,2018,1.0,Forward,PL
Ryan Sessegnon,LW,13.0,0,1,0.2,0.2,0.4,2,0,0,0,3,0,0,0,0,2018,7.0,Forward,PL
Mohamed Salah,FW,90.0,1,1,0.9,0.2,0.7,2,1,1,1,0,0,0,0,0,2018,17.5,Forward,PL
Sadio Mané,LW,62.0,1,0,0.5,0.5,0.0,2,2,1,2,0,2,0,0,0,2018,15.0,Forward,PL
Xherdan Shaqiri,RW,90.0,0,0,0.0,0.0,0.0,1,1,0,2,2,0,2,0,0,2018,4.0,Forward,PL
Pierre-Emerick Aubameyang,FW,71.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2018,1.5,Forward,PL
Alexandre Lacazette,FW,19.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2018,1.5,Forward,PL
Alex Iwobi,LW,90.0,0,1,0.1,0.1,0.6,1,1,1,0,1,0,1,0,0,2018,7.5,Forward,PL
Ainsley Maitland-Niles,RW,90.0,1,0,0.6,0.6,0.1,2,1,1,1,3,1,0,0,0,2018,13.0,Forward,PL
Wilfried Zaha,FW,90.0,0,0,0.0,0.0,0.0,1,0,2,1,2,1,0,0,0,2018,0.0,Forward,PL
Connor Wickham,FW,21.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,2018,0.5,Forward,PL
Olivier Giroud,FW,76.0,0,0,0.0,0.0,0.1,0,0,1,0,0,0,0,0,0,2018,0.0,Forward,PL
Willian,RW,82.0,0,0,0.1,0.1,0.2,3,2,1,0,4,0,0,0,0,2018,4.5,Forward,PL
Emerson Palmieri,RW,8.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2018,1.0,Forward,PL
Shane Long,FW,22.0,0,0,0.2,0.2,0.0,1,0,1,2,1,0,0,0,0,2018,0.5,Forward,PL
Sergio Agüero,FW,73.0,1,0,1.3,1.3,0.0,5,2,1,1,0,1,0,1,0,2018,14.0,Forward,PL
Gabriel Jesus,FW,17.0,0,0,0.0,0.0,0.3,0,0,1,0,0,0,0,0,0,2018,0.0,Forward,PL
Raheem Sterling,LW,90.0,0,0,0.1,0.1,1.1,1,1,0,2,3,1,0,0,0,2018,3.5,Forward,PL
Riyad Mahrez,RW,84.0,0,0,0.4,0.4,0.1,4,1,0,1,3,0,1,0,0,2018,5.0,Forward,PL
Chris Wood,FW,90.0,1,0,0.6,0.6,0.5,2,1,2,1,1,2,0,0,0,2018,12.5,Forward,PL
Ashley Barnes,FW,90.0,0,1,0.9,0.9,0.7,5,2,3,4,0,0,0,1,0,2018,6.5,Forward,PL
Andy Carroll,FW,45.0,0,0,0.3,0.3,0.0,5,3,2,2,1,0,0,1,0,2018,4.0,Forward,PL
Marcus Rashford,FW,70.0,1,1,0.7,0.7,0.4,3,2,0,1,2,1,0,0,0,2018,21.0,Forward,PL
Anthony Martial,LW,82.0,0,1,0.0,0.0,0.5,0,0,0,1,1,0,0,0,0,2018,6.0,Forward,PL
Jesse Lingard,RW,90.0,0,0,0.0,0.0,0.1,1,0,1,0,1,1,0,0,0,2018,1.0,Forward,PL
Callum Wilson,FW,66.0,0,0,0.0,0.0,0.0,0,0,3,0,0,0,0,0,0,2018,-2.0,Forward,PL
Ryan Fraser,FW,24.0,0,0,0.0,0.0,0.1,0,0,0,1,2,0,0,0,0,2018,1.0,Forward,PL
Joshua King,FW,90.0,0,0,0.2,0.2,0.0,2,1,1,1,1,1,0,0,0,2018,3.0,Forward,PL
Lys Mousset,FW,24.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,2018,1.5,Forward,PL
Dominic Calvert-Lewin,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2019,1.5,Forward,PL
Richarlison,LW,90.0,0,0,0.4,0.4,0.0,5,0,0,5,2,2,0,0,0,2019,4.5,Forward,PL
Theo Walcott,RW,70.0,0,0,0.0,0.0,0.1,0,0,0,0,3,0,0,0,0,2019,1.0,Forward,PL
Cenk Tosun,RW,20.0,0,0,0.3,0.3,0.0,4,2,1,0,0,0,0,1,0,2019,3.0,Forward,PL
Jamie Vardy,FW,90.0,1,0,0.3,0.3,0.0,2,1,0,0,1,0,0,0,0,2019,13.5,Forward,PL
Ricardo Pereira,LW,90.0,0,1,0.1,0.1,0.3,2,0,0,3,2,1,2,0,0,2019,8.5,Forward,PL
Marc Albrighton,RW,45.0,0,0,0.0,0.0,0.0,0,0,0,1,4,0,1,0,0,2019,1.5,Forward,PL
Alexandre Lacazette,FW,75.0,1,0,0.7,0.7,0.0,3,3,0,3,0,0,0,0,0,2019,17.0,Forward,PL
Bukayo Saka,LW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Ryan Sessegnon,RW,90.0,0,1,0.1,0.1,0.9,1,0,1,0,2,2,1,0,0,2019,7.0,Forward,PL
Harry Kane,FW,90.0,1,1,0.7,0.7,0.5,6,1,0,1,0,0,0,0,0,2019,20.5,Forward,PL
Son Heung-min,FW,76.0,1,1,0.5,0.5,0.0,3,2,0,1,0,0,0,0,0,2019,20.5,Forward,PL
Oliver Skipp,FW,14.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Ashley Barnes,FW,90.0,1,0,1.2,1.2,0.0,3,3,2,3,0,1,0,0,0,2019,15.5,Forward,PL
Chris Wood,FW,90.0,1,0,0.8,0.8,0.0,3,1,0,1,0,1,0,1,0,2019,12.5,Forward,PL
Raúl Jiménez,FW,90.0,0,0,0.1,0.1,0.2,3,0,1,1,1,0,0,0,0,2019,1.5,Forward,PL
Jordan Ayew,FW,88.0,1,0,0.3,0.3,0.1,2,1,1,0,2,1,0,0,0,2019,13.0,Forward,PL
Connor Wickham,FW,2.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Wilfried Zaha,LW,90.0,0,0,0.0,0.0,0.0,2,0,0,2,0,2,0,0,0,2019,3.0,Forward,PL
Andros Townsend,RW,90.0,0,0,0.1,0.1,0.2,3,0,0,4,8,3,1,0,0,2019,4.5,Forward,PL
Joshua King,FW,90.0,0,0,0.7,0.7,0.0,4,2,3,3,0,1,0,0,0,2019,3.5,Forward,PL
Callum Wilson,FW,81.0,1,0,0.3,0.3,0.2,4,2,1,1,0,0,0,0,0,2019,15.0,Forward,PL
Jordon Ibe,LW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,2019,1.0,Forward,PL
Ryan Fraser,LW,82.0,1,1,0.4,0.4,0.2,4,2,0,3,4,0,0,0,0,2019,21.0,Forward,PL
Lys Mousset,FW,8.0,0,0,0.0,0.0,0.3,1,0,2,0,0,0,0,0,0,2019,-0.5,Forward,PL
Troy Deeney,FW,90.0,2,1,0.3,0.3,0.2,3,2,2,1,0,0,1,1,0,2019,27.0,Forward,PL
Gerard Deulofeu,FW,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,0,0,0,2019,0.5,Forward,PL
Roberto Pereyra,LW,90.0,0,0,0.1,0.1,0.0,3,0,0,1,0,0,2,0,0,2019,3.5,Forward,PL
Will Hughes,RW,19.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,2019,1.5,Forward,PL
Andy Carroll,FW,45.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,2019,0.0,Forward,PL
Felipe Anderson,LW,90.0,0,0,0.2,0.2,0.0,2,1,1,2,0,1,2,0,0,2019,4.0,Forward,PL
Robert Snodgrass,RW,63.0,0,0,0.0,0.0,0.0,1,0,2,2,5,1,0,0,0,2019,0.0,Forward,PL
Michail Antonio,RW,27.0,0,1,0.1,0.1,0.2,3,1,1,0,1,0,0,0,0,2019,8.0,Forward,PL
Glenn Murray,FW,82.0,0,0,0.1,0.1,0.0,2,1,1,2,0,0,0,0,0,2019,2.5,Forward,PL
Florin Andone,FW,8.0,0,0,0.0,0.0,0.0,1,0,2,0,0,1,0,0,0,2019,0.0,Forward,PL
Jürgen Locadia,LW,90.0,0,0,0.1,0.1,0.0,1,0,1,1,1,2,0,0,0,2019,1.5,Forward,PL
Solly March,RW,90.0,0,0,0.0,0.0,0.2,1,0,2,0,6,0,4,1,0,2019,-0.5,Forward,PL
Willian,RW,37.0,0,0,0.0,0.0,0.1,1,0,0,1,3,0,0,0,0,2019,1.5,Forward,PL
Danny Ings,FW,45.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,2019,2.0,Forward,PL
Shane Long,FW,45.0,0,0,0.0,0.0,0.0,1,0,1,2,0,1,0,0,0,2019,1.0,Forward,PL
Stuart Armstrong,LW,89.0,0,0,0.0,0.0,0.0,1,1,1,2,1,0,2,0,0,2019,3.0,Forward,PL
Nathan Redmond,RW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,2019,1.0,Forward,PL
Yoshinori Mutō,FW,9.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,2019,2.0,Forward,PL
Marcus Rashford,FW,87.0,1,0,0.9,0.9,0.0,6,4,1,0,1,0,0,0,0,2019,19.0,Forward,PL
Jesse Lingard,RW,3.0,0,0,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Anthony Martial,LW,63.0,0,0,0.2,0.2,0.0,2,0,0,1,3,0,0,0,0,2019,2.0,Forward,PL
Juan Mata,RW,63.0,0,0,0.1,0.1,0.3,1,0,0,1,1,0,0,0,0,2019,1.5,Forward,PL
Sergio Agüero,FW,90.0,1,0,0.4,0.4,0.0,3,2,0,1,0,0,0,0,0,2019,15.5,Forward,PL
Raheem Sterling,RW,90.0,0,1,0.2,0.2,0.4,1,0,0,2,1,0,2,0,0,2019,7.5,Forward,PL
Roberto Firmino,FW,90.0,1,0,0.9,0.9,0.0,2,2,1,0,0,1,0,0,0,2019,14.5,Forward,PL
Sadio Mané,LW,77.0,0,0,0.5,0.5,0.0,2,1,3,6,1,0,1,0,0,2019,1.0,Forward,PL
Xherdan Shaqiri,RW,13.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,2019,1.5,Forward,PL
Mohamed Salah,RW,90.0,0,0,0.2,0.2,0.3,1,1,1,1,0,0,1,0,0,2019,2.5,Forward,PL
Andy Carroll,FW,19.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2019,0.0,Forward,PL
Felipe Anderson,LW,90.0,0,0,0.1,0.1,0.3,2,0,1,1,7,2,1,0,0,2019,2.5,Forward,PL
Michail Antonio,RW,82.0,0,0,0.1,0.1,0.0,2,1,0,2,1,0,1,0,0,2019,4.0,Forward,PL
Alexandre Lacazette,FW,90.0,0,0,0.5,0.5,0.0,4,1,4,1,0,0,0,0,0,2019,0.5,Forward,PL
Ashley Barnes,FW,90.0,0,0,0.0,0.0,0.1,0,0,0,3,0,1,0,0,0,2019,1.5,Forward,PL
Chris Wood,FW,87.0,0,0,0.3,0.3,0.0,3,0,0,0,0,0,0,0,0,2019,2.5,Forward,PL
Dwight McNeil,LW,90.0,0,1,0.0,0.0,0.1,2,0,0,0,8,1,1,0,0,2019,8.0,Forward,PL
Jeff Hendrick,RW,90.0,1,0,0.1,0.1,0.0,3,1,0,1,0,3,4,0,0,2019,17.5,Forward,PL
Ryan Sessegnon,LW,45.0,0,0,0.1,0.1,0.0,1,0,0,1,0,2,2,0,0,2019,3.5,Forward,PL
Jordan Ayew,FW,83.0,0,0,0.3,0.3,0.2,2,0,1,1,0,4,0,0,0,2019,3.0,Forward,PL
Jeffrey Schlupp,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2019,1.0,Forward,PL
Wilfried Zaha,LW,90.0,0,0,0.6,0.6,0.0,6,3,0,3,2,1,0,0,0,2019,9.0,Forward,PL
Andros Townsend,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,3,8,3,0,0,0,2019,2.5,Forward,PL
