,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
356,Kyle Naughton\Kyle-Naughton,eng ENG,DFMF,Swansea City,28,1988,34,34,3030,0,2,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.4,0.01,0.01,0.02,0.01,0.02,Matches
357,Badou Ndiaye\Badou-Ndiaye,sn SEN,MF,Stoke City,26,1990,13,13,1138,2,1,0,0,5,0,0.16,0.08,0.24,0.16,0.24,1.2,1.2,0.3,0.09,0.02,0.11,0.09,0.11,Matches
358,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,20,1996,33,33,2898,0,3,0,0,8,4,0.00,0.09,0.09,0.00,0.09,1.8,1.8,0.7,0.06,0.02,0.08,0.06,0.08,Matches
359,Reiss Nelson\Reiss-Nelson,eng ENG,MFFW,Arsenal,17,1999,3,2,145,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.07,0.02,0.09,0.07,0.09,Matches
360,Julien Ngoy\Julien-Ngoy,be BEL,FWMF,Stoke City,19,1997,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
361,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,27,1990,22,10,1087,8,2,0,0,2,0,0.66,0.17,0.83,0.66,0.83,6.5,6.5,1.9,0.54,0.16,0.70,0.54,0.70,Matches
362,Eddie Nketiah\Eddie-Nketiah,eng ENG,FWMF,Arsenal,18,1999,3,0,20,0,1,0,0,0,0,0.00,4.50,4.50,0.00,4.50,0.0,0.0,0.0,0.23,0.00,0.23,0.23,0.23,Matches
363,Lukas Nmecha\Lukas-Nmecha,de GER,FW,Manchester City,18,1998,2,0,16,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
364,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,30,1987,29,28,2400,4,0,2,2,6,0,0.15,0.00,0.15,0.07,0.07,2.3,0.7,1.7,0.08,0.06,0.15,0.03,0.09,Matches
365,Allan Nyom\Allan-Nyom,cm CMR,DF,West Brom,29,1988,29,25,2310,0,1,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.1,0.00,0.04,0.05,0.00,0.05,Matches
366,Aiden O'Neill\Aiden-ONeill,au AUS,MF,Burnley,19,1998,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Matches
367,Michael Obafemi\Michael-Obafemi,ie IRL,FW,Southampton,17,2000,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,4.39,0.00,4.39,4.39,4.39,Matches
368,Pedro Obiang\Pedro-Obiang,gq EQG,MF,West Ham,25,1992,21,18,1563,2,0,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.5,0.5,0.4,0.03,0.02,0.05,0.03,0.05,Matches
369,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,29,1988,32,32,2880,1,0,0,0,3,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.5,0.02,0.02,0.03,0.02,0.03,Matches
370,Stefano Okaka\Stefano-Okaka,it ITA,FWMF,Watford,27,1989,15,3,453,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,1.4,1.4,0.4,0.28,0.07,0.35,0.28,0.35,Matches
371,Shinji Okazaki\Shinji-Okazaki,jp JPN,FWMF,Leicester City,31,1986,27,17,1324,6,2,0,0,2,0,0.41,0.14,0.54,0.41,0.54,6.3,6.3,1.9,0.43,0.13,0.56,0.43,0.56,Matches
372,Martin Olsson\Martin-Olsson,se SWE,DFMF,Swansea City,29,1988,36,36,3149,0,1,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.8,0.8,1.1,0.02,0.03,0.06,0.02,0.06,Matches
373,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,22,1995,1,0,10,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
374,David Ospina\David-Ospina,co COL,GK,Arsenal,28,1988,5,4,381,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
375,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,Manchester City,29,1988,34,33,2967,4,0,0,0,9,0,0.12,0.00,0.12,0.12,0.12,2.8,2.8,0.4,0.09,0.01,0.10,0.09,0.10,Matches
376,Reece Oxford\Reece-Oxford,eng ENG,MF,West Ham,18,1998,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
377,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFDF,Arsenal,23,1993,3,3,241,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.09,0.18,0.27,0.09,0.27,Matches
378,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,23,1993,32,14,1493,3,7,0,0,3,0,0.18,0.42,0.60,0.18,0.60,1.9,1.9,3.7,0.12,0.22,0.34,0.12,0.34,Matches
379,Mesut Özil\Mesut-Ozil,de GER,MFFW,Arsenal,28,1988,26,24,2163,4,8,0,0,4,0,0.17,0.33,0.50,0.17,0.50,4.3,4.3,7.4,0.18,0.31,0.49,0.18,0.49,Matches
380,Kasey Palmer\Kasey-Palmer,eng ENG,MF,Huddersfield,20,1996,4,1,170,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07,Matches
381,Emerson Palmieri\Emerson-Palmieri,it ITA,DFMF,Chelsea,22,1994,5,3,280,0,1,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.2,0.2,0.1,0.05,0.03,0.08,0.05,0.08,Matches
382,Pedro\Pedro,es ESP,MFFW,Chelsea,30,1987,31,17,1523,4,2,0,0,1,0,0.24,0.12,0.35,0.24,0.35,3.8,3.8,1.3,0.22,0.08,0.30,0.22,0.30,Matches
383,Roberto Pereyra\Roberto-Pereyra,ar ARG,MFFW,Watford,26,1991,32,18,1624,5,2,0,0,3,0,0.28,0.11,0.39,0.28,0.39,3.4,3.4,2.4,0.19,0.13,0.32,0.19,0.32,Matches
384,Ayoze Pérez\Ayoze-Perez,es ESP,MFFW,Newcastle Utd,24,1993,36,28,2492,8,5,0,0,3,0,0.29,0.18,0.47,0.29,0.47,6.7,6.7,3.4,0.24,0.12,0.36,0.24,0.36,Matches
385,Matt Phillips\Matt-Phillips,sco SCO,FWMF,West Brom,26,1991,30,23,2093,2,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,2.1,2.1,3.8,0.09,0.16,0.25,0.09,0.25,Matches
386,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,23,1994,38,38,3420,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
387,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Southampton,28,1989,2,2,180,0,1,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.2,0.02,0.10,0.12,0.02,0.12,Matches
388,Erik Pieters\Erik-Pieters,nl NED,DFMF,Stoke City,28,1988,31,30,2718,0,1,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,1.3,0.00,0.04,0.05,0.00,0.05,Matches
389,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,24,1993,27,25,2148,7,10,0,0,5,1,0.29,0.42,0.71,0.29,0.71,6.6,6.6,3.9,0.28,0.17,0.44,0.28,0.44,Matches
390,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,25,1992,35,34,3115,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.01,0.01,0.00,0.01,Matches
391,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,24,1993,14,12,998,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.7,1.7,2.5,0.15,0.22,0.37,0.15,0.37,Matches
392,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,30,1987,21,17,1570,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06,Matches
393,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,25,1991,35,35,3119,0,4,0,0,2,1,0.00,0.12,0.12,0.00,0.12,2.1,2.1,1.1,0.06,0.03,0.09,0.06,0.09,Matches
394,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,30,1987,20,11,985,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.7,0.15,0.06,0.21,0.15,0.21,Matches
395,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,31,1986,10,6,645,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.10,0.06,0.17,0.10,0.17,Matches
396,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,26,1991,26,13,1280,0,4,0,0,4,0,0.00,0.28,0.28,0.00,0.28,1.3,1.3,2.7,0.09,0.19,0.28,0.09,0.28,Matches
397,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,22,1995,8,3,278,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.21,0.00,0.21,0.21,0.21,Matches
398,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,26,1990,24,21,1846,7,8,0,0,0,0,0.34,0.39,0.73,0.34,0.73,5.9,5.9,5.0,0.29,0.25,0.53,0.29,0.53,Matches
399,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,34,1982,4,2,156,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.06,0.06,0.00,0.06,Matches
400,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,19,1997,35,17,1813,6,5,0,0,3,0,0.30,0.25,0.55,0.30,0.55,4.2,4.2,4.4,0.21,0.22,0.43,0.21,0.43,Matches
401,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,23,1994,31,22,1945,1,3,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.5,2.5,3.3,0.12,0.15,0.27,0.12,0.27,Matches
402,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,29,1988,17,17,1452,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03,Matches
403,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,18,1999,26,15,1430,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,Matches
404,Richarlison\Richarlison,br BRA,FWMF,Watford,20,1997,38,32,2823,5,4,0,0,4,0,0.16,0.13,0.29,0.16,0.29,9.8,9.8,3.2,0.31,0.10,0.41,0.31,0.41,Matches
405,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,20,1996,12,4,442,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.03,0.01,0.03,Matches
406,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,27,1989,35,32,2804,3,5,0,0,6,0,0.10,0.16,0.26,0.10,0.26,3.1,3.1,4.8,0.10,0.15,0.25,0.10,0.25,Matches
407,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,21,1995,4,3,268,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
408,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,23,1994,22,22,1940,1,5,0,0,2,0,0.05,0.23,0.28,0.05,0.28,0.6,0.6,3.0,0.03,0.14,0.17,0.03,0.17,Matches
409,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,28,1989,21,8,827,2,0,0,0,2,1,0.22,0.00,0.22,0.22,0.22,2.2,2.2,0.5,0.25,0.06,0.30,0.25,0.30,Matches
410,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,28,1989,37,31,2812,7,1,1,1,2,0,0.22,0.03,0.26,0.19,0.22,8.4,7.7,1.3,0.27,0.04,0.31,0.24,0.28,Matches
411,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,27,1990,9,8,640,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.02,0.05,0.06,0.02,0.06,Matches
412,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,30,1987,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
413,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,25,1991,34,34,2897,1,0,0,0,11,0,0.03,0.00,0.03,0.03,0.03,1.9,1.9,1.2,0.06,0.04,0.09,0.06,0.09,Matches
414,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,27,1989,36,32,2767,7,3,0,0,4,0,0.23,0.10,0.33,0.23,0.33,6.9,6.9,1.7,0.22,0.05,0.28,0.22,0.28,Matches
415,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Everton,31,1985,31,27,2268,10,2,3,6,5,0,0.40,0.08,0.48,0.28,0.36,8.5,3.8,2.4,0.33,0.10,0.43,0.15,0.25,Matches
416,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,27,1990,10,9,800,0,1,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,0.8,0.09,0.09,0.19,0.09,0.19,Matches
417,Liam Rosenior\Liam-Rosenior,eng ENG,DF,Brighton,33,1984,3,1,164,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
418,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,32,1985,15,4,429,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,0.07,0.20,0.27,0.07,0.27,Matches
419,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,24,1993,27,25,2338,2,1,0,0,4,0,0.08,0.04,0.12,0.08,0.12,2.0,2.0,0.5,0.08,0.02,0.09,0.08,0.09,Matches
420,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,25,1992,38,38,3420,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
421,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MFDF,Huddersfield,20,1996,5,2,220,0,1,0,0,1,0,0.00,0.41,0.41,0.00,0.41,0.3,0.3,0.2,0.10,0.09,0.19,0.10,0.19,Matches
422,Henri Saivet\Henri-Saivet,sn SEN,MF,Newcastle Utd,26,1990,1,1,83,1,0,0,0,0,0,1.08,0.00,1.08,1.08,1.08,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
423,Diafra Sakho\Diafra-Sakho,sn SEN,FWMF,West Ham,27,1989,14,0,306,2,0,0,0,2,0,0.59,0.00,0.59,0.59,0.59,1.5,1.5,0.0,0.47,0.01,0.49,0.47,0.49,Matches
424,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,27,1990,19,18,1600,1,2,0,0,1,0,0.06,0.11,0.17,0.06,0.17,1.5,1.5,1.0,0.08,0.05,0.14,0.08,0.14,Matches
425,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,29,1988,16,4,478,3,0,0,0,0,0,0.56,0.00,0.56,0.56,0.56,1.7,1.7,1.1,0.33,0.20,0.53,0.33,0.53,Matches
426,Mohamed Salah\Mohamed-Salah,eg EGY,FWMF,Liverpool,25,1992,36,34,2907,32,10,1,2,1,0,0.99,0.31,1.30,0.96,1.27,22.3,20.8,8.1,0.69,0.25,0.94,0.64,0.89,Matches
427,Renato Sanches\Renato-Sanches,pt POR,MF,Swansea City,19,1997,12,9,702,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.06,0.04,0.10,0.06,0.10,Matches
428,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Arsenal,28,1988,19,17,1503,8,3,1,1,4,0,0.48,0.18,0.66,0.42,0.60,6.9,6.2,5.4,0.41,0.32,0.73,0.37,0.69,Matches
429,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,28,1988,12,12,1043,2,3,0,1,1,0,0.17,0.26,0.43,0.17,0.43,3.5,2.6,1.9,0.30,0.16,0.47,0.22,0.39,Matches
430,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,21,1996,31,29,2534,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.1,0.03,0.00,0.04,0.03,0.04,Matches
431,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,21,1996,32,27,2419,10,15,0,0,4,0,0.37,0.56,0.93,0.37,0.93,4.7,4.7,7.8,0.18,0.29,0.47,0.18,0.47,Matches
432,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,28,1989,20,15,1318,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,0.05,0.05,0.09,0.05,0.09,Matches
433,Christopher Schindler\Christopher-Schindler,de GER,DF,Huddersfield,27,1990,37,37,3265,0,1,0,0,7,2,0.00,0.03,0.03,0.00,0.03,0.9,0.9,1.7,0.02,0.05,0.07,0.02,0.07,Matches
434,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DFMF,Crystal Palace,24,1992,24,21,1745,0,1,0,0,3,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,0.8,0.08,0.04,0.12,0.08,0.12,Matches
435,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,30,1986,33,33,2965,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
436,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,27,1989,30,24,2130,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.00,0.01,0.01,0.00,0.01,Matches
437,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Stoke City,25,1991,36,36,3039,8,7,0,1,5,0,0.24,0.21,0.44,0.24,0.44,5.6,4.8,6.3,0.17,0.19,0.35,0.14,0.33,Matches
438,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,22,1995,11,8,790,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.04,0.04,0.08,0.04,0.08,Matches
439,Ryan Shawcross\Ryan-Shawcross,eng ENG,DF,Stoke City,29,1987,27,27,2371,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,0.1,0.11,0.00,0.11,0.11,0.11,Matches
440,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,25,1992,30,25,2270,1,3,0,0,3,3,0.04,0.12,0.16,0.04,0.16,2.1,2.1,2.3,0.08,0.09,0.17,0.08,0.17,Matches
441,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MFFW,Everton,27,1989,27,25,2259,4,3,0,0,2,0,0.16,0.12,0.28,0.16,0.28,2.9,2.9,3.8,0.12,0.15,0.27,0.12,0.27,Matches
442,Adrien Silva\Adrien-Silva,pt POR,MFFW,Leicester City,28,1989,12,9,761,0,1,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.8,0.03,0.09,0.12,0.03,0.12,Matches
443,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,22,1994,35,15,1533,6,4,0,0,0,0,0.35,0.23,0.59,0.35,0.59,3.5,3.5,1.8,0.21,0.10,0.31,0.21,0.31,Matches
444,David Silva\David-Silva,es ESP,MF,Manchester City,31,1986,29,28,2430,9,11,0,0,5,0,0.33,0.41,0.74,0.33,0.74,6.6,6.6,7.1,0.24,0.26,0.50,0.24,0.50,Matches
445,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,30,1987,28,27,2306,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.01,0.01,0.02,0.01,0.02,Matches
446,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,20,1997,1,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
447,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,20,1997,6,1,163,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,0.54,0.09,0.63,0.54,0.63,Matches
448,Jerome Sinclair\Jerome-Sinclair,eng ENG,MFFW,Watford,20,1996,4,0,31,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.19,0.19,0.00,0.19,Matches
449,Moussa Sissoko\Moussa-Sissoko,fr FRA,MFFW,Tottenham,27,1989,32,15,1386,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,3.0,3.0,2.2,0.19,0.14,0.33,0.19,0.33,Matches
450,Islam Slimani\Islam-Slimani,dz ALG,FW,Newcastle Utd,29,1988,4,1,132,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.23,0.23,0.00,0.23,Matches
451,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,29,1988,12,2,249,1,1,0,0,0,0,0.36,0.36,0.72,0.36,0.72,1.2,1.2,0.1,0.45,0.02,0.47,0.45,0.47,Matches
452,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,27,1989,29,28,2536,4,0,0,0,4,0,0.14,0.00,0.14,0.14,0.14,3.2,3.2,0.4,0.11,0.01,0.13,0.11,0.13,Matches
453,Adam Smith\Adam-Smith,eng ENG,DFMF,Bournemouth,26,1991,27,22,2071,1,3,0,0,6,0,0.04,0.13,0.17,0.04,0.17,0.5,0.5,1.0,0.02,0.04,0.07,0.02,0.07,Matches
454,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,25,1992,24,21,1904,0,1,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.5,0.01,0.07,0.08,0.01,0.08,Matches
455,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,25,1991,32,32,2794,0,3,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,2.9,0.02,0.09,0.12,0.02,0.12,Matches
456,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,MFFW,Stoke City,20,1997,24,12,1238,2,0,0,0,2,0,0.15,0.00,0.15,0.15,0.15,2.3,2.3,1.2,0.17,0.08,0.25,0.17,0.25,Matches
457,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Liverpool,19,1997,21,5,596,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,3.1,3.1,2.0,0.48,0.31,0.79,0.48,0.79,Matches
458,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,27,1990,1,0,9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
459,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,38,1979,11,11,990,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
460,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Stoke City,23,1993,5,4,335,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.02,0.01,0.03,0.02,0.03,Matches
461,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,27,1989,19,17,1286,5,2,1,1,1,0,0.35,0.14,0.49,0.28,0.42,3.6,2.8,2.4,0.25,0.17,0.41,0.20,0.36,Matches
462,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,28,1989,36,36,3240,0,3,0,0,6,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,2.0,0.03,0.06,0.09,0.03,0.09,Matches
463,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,23,1994,22,22,1980,2,0,0,0,6,1,0.09,0.00,0.09,0.09,0.09,1.4,1.4,0.1,0.06,0.00,0.07,0.06,0.07,Matches
464,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,22,1994,33,29,2587,18,11,1,1,4,2,0.63,0.38,1.01,0.59,0.97,18.3,17.5,6.6,0.63,0.23,0.86,0.61,0.84,Matches
465,John Stones\John-Stones,eng ENG,DF,Manchester City,23,1994,18,16,1302,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,0.10,0.00,0.10,0.10,0.10,Matches
466,Daniel Sturridge\Daniel-Sturridge,eng ENG,FW,Liverpool,27,1989,9,5,431,2,1,0,0,0,0,0.42,0.21,0.63,0.42,0.63,2.4,2.4,0.9,0.50,0.19,0.69,0.50,0.69,Matches
467,Daniel Sturridge\Daniel-Sturridge,eng ENG,FW,West Brom,27,1989,6,2,118,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.54,0.04,0.58,0.54,0.58,Matches
468,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Swansea City,28,1989,25,21,1868,2,2,0,0,2,0,0.10,0.10,0.19,0.10,0.19,0.7,0.7,1.7,0.03,0.08,0.12,0.03,0.12,Matches
469,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,30,1986,25,20,1856,2,5,0,0,2,0,0.10,0.24,0.34,0.10,0.34,1.1,1.1,1.2,0.05,0.06,0.11,0.05,0.11,Matches
470,Markus Suttner\Markus-Suttner,at AUT,DF,Brighton,30,1987,14,13,1179,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.01,0.04,0.05,0.01,0.05,Matches
471,Lasse Sørensen\Lasse-Sorensen,dk DEN,MF,Stoke City,17,1999,1,1,75,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.00,0.46,0.46,0.00,0.46,Matches
472,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,Crystal Palace,21,1995,4,4,360,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,0.13,0.12,0.25,0.13,0.25,Matches
473,Dušan Tadić\Dusan-Tadic,rs SRB,MFFW,Southampton,28,1988,36,34,2791,6,3,1,1,4,0,0.19,0.10,0.29,0.16,0.26,4.4,3.6,6.2,0.14,0.20,0.34,0.12,0.31,Matches
474,Matt Targett\Matt-Targett,eng ENG,DF,Southampton,21,1995,2,2,166,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.07,0.07,0.00,0.07,Matches
