,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
468,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,31,1987,34,30,2735,18,4,4,5,3,1,0.59,0.13,0.72,0.46,0.59,17.0,13.2,4.3,0.56,0.14,0.70,0.43,0.58,Matches
469,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,31,1987,22,22,1913,1,0,0,0,4,1,0.05,0.00,0.05,0.05,0.05,1.5,1.5,0.3,0.07,0.01,0.09,0.07,0.09,Matches
470,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,25,1992,23,23,2030,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,0.02,0.03,0.05,0.02,0.05,Matches
471,Luciano Vietto\Luciano-Vietto,ar ARG,FWMF,Fulham,24,1993,20,10,985,1,4,0,0,1,0,0.09,0.37,0.46,0.09,0.46,2.1,2.1,2.4,0.19,0.22,0.41,0.19,0.41,Matches
472,Rúben Vinagre\Ruben-Vinagre,pt POR,DFMF,Wolves,19,1999,17,7,704,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,0.04,0.11,0.15,0.04,0.15,Matches
473,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,28,1989,20,10,913,3,0,0,0,0,0,0.30,0.00,0.30,0.30,0.30,2.5,2.5,0.5,0.25,0.04,0.29,0.25,0.29,Matches
474,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,34,1983,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
475,Matěj Vydra\Matej-Vydra,cz CZE,FWMF,Burnley,26,1992,13,3,311,1,1,0,0,1,0,0.29,0.29,0.58,0.29,0.58,1.5,1.5,0.2,0.44,0.05,0.49,0.44,0.49,Matches
476,Theo Walcott\Theo-Walcott,eng ENG,FWMF,Everton,29,1989,37,24,2122,5,2,0,0,1,0,0.21,0.08,0.30,0.21,0.30,5.9,5.9,2.4,0.25,0.10,0.35,0.25,0.35,Matches
477,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,28,1990,33,30,2777,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,1.7,0.02,0.05,0.08,0.02,0.08,Matches
478,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,21,1997,6,4,374,0,3,0,0,1,0,0.00,0.72,0.72,0.00,0.72,0.3,0.3,0.6,0.07,0.14,0.22,0.07,0.22,Matches
479,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Crystal Palace,20,1997,35,35,3134,0,3,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.5,0.5,1.8,0.01,0.05,0.07,0.01,0.07,Matches
480,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,27,1991,13,4,512,1,0,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.0,1.0,0.0,0.17,0.01,0.18,0.17,0.18,Matches
481,Danny Ward\Danny-Ward,eng ENG,FW,Cardiff City,26,1991,14,4,440,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.7,0.7,0.2,0.14,0.04,0.17,0.14,0.17,Matches
482,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,28,1989,7,6,551,1,0,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.5,0.5,0.2,0.09,0.03,0.12,0.09,0.12,Matches
483,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,32,1985,3,3,230,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
484,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,23,1994,26,21,1942,7,0,1,1,4,0,0.32,0.00,0.32,0.28,0.28,3.3,2.6,3.1,0.16,0.14,0.30,0.12,0.26,Matches
485,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,27,1990,8,1,147,1,1,0,0,0,0,0.61,0.61,1.22,0.61,1.22,0.6,0.6,0.6,0.38,0.40,0.78,0.38,0.78,Matches
486,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,28,1990,34,31,2822,2,7,0,0,5,0,0.06,0.22,0.29,0.06,0.29,2.1,2.1,5.1,0.07,0.16,0.23,0.07,0.23,Matches
487,Connor Wickham\Connor-Wickham,eng ENG,FW,Crystal Palace,25,1993,6,0,61,0,1,0,0,0,0,0.00,1.48,1.48,0.00,1.48,0.6,0.6,0.2,0.87,0.36,1.23,0.87,1.23,Matches
488,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,27,1990,35,32,2736,3,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.5,2.5,1.2,0.08,0.04,0.12,0.08,0.12,Matches
489,Danny Williams\Danny-Williams,us USA,MF,Huddersfield,29,1989,5,1,93,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
490,Willian\Willian,br BRA,FW,Chelsea,29,1988,32,26,2108,3,6,0,0,2,0,0.13,0.26,0.38,0.13,0.38,4.7,4.7,6.2,0.20,0.26,0.46,0.20,0.46,Matches
491,Joe Willock\Joe-Willock,eng ENG,MF,Arsenal,18,1999,2,1,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.16,0.00,0.16,0.16,0.16,Matches
492,Ben Wilmot\Ben-Wilmot,eng ENG,MF,Watford,18,1999,2,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
493,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,26,1992,8,4,389,0,1,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,0.4,0.04,0.09,0.13,0.04,0.13,Matches
494,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,26,1992,30,29,2535,14,9,1,2,3,0,0.50,0.32,0.82,0.46,0.78,14.3,12.8,4.2,0.51,0.15,0.66,0.45,0.60,Matches
495,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,22,1996,26,17,1592,1,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches
496,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,26,1991,38,29,2595,10,2,0,0,2,0,0.35,0.07,0.42,0.35,0.42,8.9,8.9,2.0,0.31,0.07,0.38,0.31,0.38,Matches
497,Granit Xhaka\Granit-Xhaka,ch SUI,MFDF,Arsenal,25,1992,29,29,2501,4,2,0,0,10,0,0.14,0.07,0.22,0.14,0.22,1.5,1.5,3.3,0.05,0.12,0.17,0.05,0.17,Matches
498,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,FWMF,West Ham,28,1989,9,5,460,2,0,0,0,2,0,0.39,0.00,0.39,0.39,0.39,1.1,1.1,0.5,0.21,0.10,0.31,0.21,0.31,Matches
499,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,25,1993,29,28,2474,1,2,0,0,6,1,0.04,0.07,0.11,0.04,0.11,1.0,1.0,2.6,0.03,0.09,0.13,0.03,0.13,Matches
500,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,29,1988,17,17,1520,0,1,0,0,0,0,0.00,0.06,0.06,0.00,0.06,1.8,1.8,0.4,0.11,0.03,0.13,0.11,0.13,Matches
501,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,33,1985,30,28,2568,2,2,0,0,9,1,0.07,0.07,0.14,0.07,0.14,0.4,0.4,3.4,0.01,0.12,0.13,0.01,0.13,Matches
502,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,33,1985,26,23,2091,0,1,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.7,0.01,0.03,0.04,0.01,0.04,Matches
503,Wilfried Zaha\Wilfried-Zaha,ci CIV,FW,Crystal Palace,25,1992,34,34,3040,10,5,0,0,9,1,0.30,0.15,0.44,0.30,0.44,6.3,6.3,5.8,0.19,0.17,0.36,0.19,0.36,Matches
504,Andre-Frank Zambo Anguissa\Andre-Frank-Zambo-Anguissa,cm CMR,MF,Fulham,22,1995,22,16,1518,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,0.05,0.02,0.06,0.05,0.06,Matches
505,Davide Zappacosta\Davide-Zappacosta,it ITA,DF,Chelsea,26,1992,4,1,125,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.05,0.11,0.15,0.05,0.15,Matches
506,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,21,1996,14,14,1153,0,3,0,0,1,0,0.00,0.23,0.23,0.00,0.23,0.2,0.2,1.2,0.01,0.10,0.11,0.01,0.11,Matches
507,Kenneth Zohore\Kenneth-Zohore,dk DEN,FW,Cardiff City,24,1994,19,7,746,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,1.0,0.22,0.12,0.34,0.22,0.34,Matches
508,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Everton,23,1994,32,29,2609,2,2,0,0,4,1,0.07,0.07,0.14,0.07,0.14,1.3,1.3,0.4,0.04,0.01,0.06,0.04,0.06,Matches
