,Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
496,Jonathan Walters,FW,Burnley,3,0,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.4,0.4
497,Aaron Wan-Bissaka,DF,Crystal Palace,7,7,627,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07,0.07,0.0,0.07
498,Victor Wanyama,MF,Tottenham,18,8,846,1,0,0,0,2,0,0.11,0.0,0.11,0.11,0.11,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06
499,Joel Ward,DF,Crystal Palace,19,19,1613,0,1,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,1.1,0.02,0.06,0.08,0.02,0.08
500,Stephen Ward,DF,Burnley,28,28,2460,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,0.3,0.3,1.9,0.01,0.07,0.08,0.01,0.08
501,James Ward-Prowse,FW,Southampton,30,20,1716,3,3,0,0,3,0,0.16,0.16,0.31,0.16,0.31,1.8,1.8,2.8,0.09,0.15,0.24,0.09,0.24
502,Ben Watson,MF,Watford,8,6,456,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03
503,Danny Welbeck,FW,Arsenal,28,12,1194,5,2,0,0,1,0,0.38,0.15,0.53,0.38,0.53,4.6,4.6,1.1,0.35,0.09,0.44,0.35,0.44
504,Nahki Wells,FW,Burnley,9,0,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.86,0.0,0.86,0.86,0.86
505,Ashley Westwood,MF,Burnley,19,12,1111,0,1,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.7,0.7,0.7,0.06,0.05,0.11,0.06,0.11
506,Dean Whitehead,MF,Huddersfield,4,0,71,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Georginio Wijnaldum,MF,Liverpool,33,27,2387,1,2,0,0,1,0,0.04,0.08,0.11,0.04,0.11,2.4,2.4,1.4,0.09,0.05,0.14,0.09,0.14
508,Ashley Williams,DF,Everton,24,20,1834,1,0,0,0,3,1,0.05,0.0,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.0,0.04,0.04,0.04
509,Danny Williams,MF,Huddersfield,20,11,1124,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07
510,Willian,FW,Chelsea,36,20,1890,6,7,1,1,1,0,0.29,0.33,0.62,0.24,0.57,4.8,4.0,5.1,0.23,0.24,0.47,0.19,0.44
511,Joe Willock,MF,Arsenal,2,1,82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.27,0.0,0.27,0.27,0.27
512,Jack Wilshere,MF,Arsenal,20,12,1193,1,3,0,0,6,0,0.08,0.23,0.3,0.08,0.3,1.0,1.0,2.2,0.08,0.17,0.24,0.08,0.24
513,Callum Wilson,FW,Bournemouth,28,23,1981,8,2,0,0,0,0,0.36,0.09,0.45,0.36,0.45,8.1,8.1,1.6,0.37,0.07,0.44,0.37,0.44
514,Kevin Wimmer,DF,Stoke City,17,14,1323,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01
515,Harry Winks,MF,Tottenham,16,9,774,0,1,0,0,0,0,0.0,0.12,0.12,0.0,0.12,0.1,0.1,0.6,0.01,0.07,0.08,0.01,0.08
516,Chris Wood,FW,Burnley,24,20,1624,10,1,0,0,1,0,0.55,0.06,0.61,0.55,0.61,7.1,7.1,0.9,0.39,0.05,0.44,0.39,0.44
517,Ben Woodburn,MF,Liverpool,1,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Granit Xhaka,MF,Arsenal,38,37,3260,1,7,0,0,10,0,0.03,0.19,0.22,0.03,0.22,2.0,2.0,3.2,0.06,0.09,0.14,0.06,0.14
519,Claudio Yacob,MF,West Brom,16,9,903,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.03,0.0,0.04,0.03,0.04
520,DeAndre Yedlin,DF,Newcastle Utd,34,31,2845,0,2,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.9,0.01,0.06,0.07,0.01,0.07
521,Maya Yoshida,DF,Southampton,24,23,2051,2,0,0,0,3,2,0.09,0.0,0.09,0.09,0.09,2.4,2.4,0.4,0.11,0.02,0.12,0.11,0.12
522,Ashley Young,DF,Manchester Utd,30,28,2442,2,4,0,0,7,0,0.07,0.15,0.22,0.07,0.22,0.7,0.7,3.0,0.03,0.11,0.14,0.03,0.14
523,Pablo Zabaleta,DF,West Ham,37,37,3289,0,1,0,0,9,0,0.0,0.03,0.03,0.0,0.03,0.5,0.5,1.1,0.01,0.03,0.04,0.01,0.04
524,Wilfried Zaha,FW,Crystal Palace,29,28,2549,10,3,1,1,5,0,0.35,0.11,0.46,0.32,0.42,9.5,8.8,5.1,0.34,0.18,0.51,0.31,0.49
525,Davide Zappacosta,DF,Chelsea,22,12,1098,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.5,1.5,1.6,0.12,0.13,0.25,0.12,0.25
526,Marvin Zeegelaar,DF,Watford,12,12,994,0,1,0,0,4,1,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.7,0.0,0.06,0.06,0.0,0.06
527,Oleksandr Zinchenko,DF,Manchester City,8,6,532,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.01,0.06,0.07,0.01,0.07
528,Kurt Zouma,DF,Stoke City,34,32,2888,1,0,0,0,1,0,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.8,0.04,0.02,0.06,0.04,0.06
